user_id,signup_date,device_type,acquisition_channel,region,is_kyc_completed,referral_source,signup_month,days_since_signup,device_web_flag
2820,22-03-2025,Web,Organic,East,TRUE,Unknown,2025-03,112,1
2821,21-01-2025,Android,Organic,North,TRUE,Unknown,2025-01,172,0
2822,03-12-2024,iOS,Referral,East,TRUE,Friend,2024-12,221,0
2823,05-04-2024,Android,Social,West,FALSE,Unknown,2024-04,463,0
2824,03-03-2025,iOS,Organic,North,TRUE,Unknown,2025-03,131,0
2825,13-10-2024,iOS,Paid,South,TRUE,Unknown,2024-10,272,0
2826,08-09-2024,Android,Organic,West,FALSE,Unknown,2024-09,307,0
2827,23-05-2024,Android,Organic,East,FALSE,Unknown,2024-05,415,0
2828,25-02-2025,Web,Organic,North,TRUE,Unknown,2025-02,137,1
2829,02-11-2024,iOS,Paid,East,TRUE,Unknown,2024-11,252,0
2830,03-05-2024,Android,Organic,East,FALSE,Unknown,2024-05,435,0
2831,27-05-2024,iOS,Paid,South,TRUE,Unknown,2024-05,411,0
2832,01-04-2025,iOS,Organic,South,TRUE,Unknown,2025-04,102,0
2833,05-06-2024,Android,Organic,West,FALSE,Unknown,2024-06,402,0
2834,18-06-2025,iOS,Organic,South,FALSE,Unknown,2025-06,24,0
2835,15-12-2024,Android,Social,South,TRUE,Unknown,2024-12,209,0
2836,01-06-2025,Web,Referral,West,TRUE,PromoCode,2025-06,41,1
2837,12-05-2024,Android,Social,West,TRUE,Unknown,2024-05,426,0
2838,17-11-2024,Android,Organic,West,FALSE,Unknown,2024-11,237,0
2839,12-02-2024,Android,Organic,West,TRUE,Unknown,2024-02,516,0
2840,11-11-2024,iOS,Organic,East,TRUE,Unknown,2024-11,243,0
2841,29-05-2025,iOS,Organic,East,FALSE,Unknown,2025-05,44,0
2842,12-02-2025,iOS,Referral,West,FALSE,Influencer,2025-02,150,0
2843,09-03-2024,iOS,Organic,West,TRUE,Unknown,2024-03,490,0
2844,07-02-2024,Android,Organic,North,FALSE,Unknown,2024-02,521,0
2845,05-02-2024,Web,Paid,North,FALSE,Unknown,2024-02,523,1
2846,13-06-2024,Android,Paid,North,FALSE,Unknown,2024-06,394,0
2847,22-06-2024,iOS,Social,South,FALSE,Unknown,2024-06,385,0
2848,17-11-2024,Android,Organic,East,TRUE,Unknown,2024-11,237,0
2849,15-03-2024,iOS,Referral,East,FALSE,PromoCode,2024-03,484,0
2850,21-05-2025,iOS,Organic,North,TRUE,Unknown,2025-05,52,0
2851,16-02-2024,iOS,Social,North,TRUE,Unknown,2024-02,512,0
2852,07-09-2024,Android,Paid,East,TRUE,Unknown,2024-09,308,0
2853,16-05-2025,Android,Referral,South,FALSE,PromoCode,2025-05,57,0
2854,11-05-2025,Android,Organic,North,TRUE,Unknown,2025-05,62,0
2855,01-01-2024,iOS,Referral,West,TRUE,PromoCode,2024-01,558,0
2856,19-10-2024,Android,Organic,North,TRUE,Unknown,2024-10,266,0
2857,29-10-2024,Web,Paid,East,TRUE,Unknown,2024-10,256,1
2858,10-11-2024,Android,Social,East,TRUE,Unknown,2024-11,244,0
2859,12-04-2025,Android,Social,North,TRUE,Unknown,2025-04,91,0
2860,14-12-2024,iOS,Paid,North,TRUE,Unknown,2024-12,210,0
2861,21-02-2024,Android,Social,West,TRUE,Unknown,2024-02,507,0
2862,05-07-2025,Web,Organic,West,FALSE,Unknown,2025-07,7,1
2863,04-05-2024,iOS,Social,South,FALSE,Unknown,2024-05,434,0
2864,22-05-2024,Android,Referral,South,TRUE,Influencer,2024-05,416,0
2865,07-01-2024,Android,Paid,West,FALSE,Unknown,2024-01,552,0
2866,07-06-2024,Android,Social,South,TRUE,Unknown,2024-06,400,0
2867,09-04-2025,Android,Social,South,FALSE,Unknown,2025-04,94,0
2868,27-04-2024,iOS,Organic,North,TRUE,Unknown,2024-04,441,0
2869,08-01-2024,Android,Referral,West,TRUE,Friend,2024-01,551,0
2870,28-05-2025,Android,Organic,North,FALSE,Unknown,2025-05,45,0
2871,10-01-2024,Android,Social,North,TRUE,Unknown,2024-01,549,0
2872,17-04-2024,Android,Referral,South,TRUE,Friend,2024-04,451,0
2873,28-02-2024,Android,Organic,North,TRUE,Unknown,2024-02,500,0
2874,13-05-2024,iOS,Referral,East,TRUE,Friend,2024-05,425,0
2875,28-08-2024,iOS,Paid,South,FALSE,Unknown,2024-08,318,0
2876,05-11-2024,iOS,Paid,East,TRUE,Unknown,2024-11,249,0
2877,27-06-2024,iOS,Organic,South,FALSE,Unknown,2024-06,380,0
2878,16-02-2025,Android,Organic,North,FALSE,Unknown,2025-02,146,0
2879,02-04-2025,iOS,Referral,South,TRUE,Friend,2025-04,101,0
2880,29-04-2024,Android,Organic,East,TRUE,Unknown,2024-04,439,0
2881,04-11-2024,Android,Paid,South,TRUE,Unknown,2024-11,250,0
2882,09-01-2025,Android,Referral,East,TRUE,PromoCode,2025-01,184,0
2883,12-03-2024,Android,Organic,West,FALSE,Unknown,2024-03,487,0
2884,25-05-2025,iOS,Paid,North,TRUE,Unknown,2025-05,48,0
2885,28-05-2024,Android,Paid,East,TRUE,Unknown,2024-05,410,0
2886,20-12-2024,iOS,Referral,West,FALSE,Influencer,2024-12,204,0
2887,20-05-2024,Android,Organic,North,TRUE,Unknown,2024-05,418,0
2888,24-09-2024,Android,Paid,West,TRUE,Unknown,2024-09,291,0
2889,17-11-2024,iOS,Organic,East,FALSE,Unknown,2024-11,237,0
2890,19-05-2025,Android,Social,North,TRUE,Unknown,2025-05,54,0
2891,17-05-2025,Android,Organic,West,FALSE,Unknown,2025-05,56,0
2892,20-06-2025,Android,Social,East,FALSE,Unknown,2025-06,22,0
2893,20-11-2024,iOS,Referral,West,TRUE,Influencer,2024-11,234,0
2894,03-08-2024,iOS,Social,North,TRUE,Unknown,2024-08,343,0
2895,14-11-2024,Android,Paid,North,TRUE,Unknown,2024-11,240,0
2896,10-06-2025,Web,Organic,North,TRUE,Unknown,2025-06,32,1
2897,02-07-2024,iOS,Social,East,TRUE,Unknown,2024-07,375,0
2898,20-05-2024,iOS,Organic,West,TRUE,Unknown,2024-05,418,0
2899,18-05-2025,iOS,Organic,West,FALSE,Unknown,2025-05,55,0
2900,21-06-2025,Android,Organic,East,TRUE,Unknown,2025-06,21,0
2901,10-06-2024,iOS,Social,North,FALSE,Unknown,2024-06,397,0
2902,19-04-2025,Android,Referral,South,TRUE,Influencer,2025-04,84,0
2903,13-10-2024,Android,Paid,North,TRUE,Unknown,2024-10,272,0
2904,22-08-2024,Web,Referral,South,FALSE,PromoCode,2024-08,324,1
2905,14-11-2024,iOS,Paid,North,TRUE,Unknown,2024-11,240,0
2906,12-06-2025,Android,Referral,East,TRUE,Friend,2025-06,30,0
2907,03-03-2024,Android,Organic,South,FALSE,Unknown,2024-03,496,0
2908,22-11-2024,iOS,Social,East,FALSE,Unknown,2024-11,232,0
2909,18-02-2024,Android,Organic,South,TRUE,Unknown,2024-02,510,0
2910,16-06-2025,Android,Organic,West,FALSE,Unknown,2025-06,26,0
2911,07-12-2024,Android,Paid,South,TRUE,Unknown,2024-12,217,0
2912,21-01-2025,Android,Paid,South,TRUE,Unknown,2025-01,172,0
2913,25-09-2024,iOS,Referral,South,TRUE,Influencer,2024-09,290,0
2914,06-03-2025,Android,Organic,West,FALSE,Unknown,2025-03,128,0
2915,08-02-2024,iOS,Organic,East,TRUE,Unknown,2024-02,520,0
2916,21-07-2024,Android,Paid,West,FALSE,Unknown,2024-07,356,0
2917,13-09-2024,iOS,Paid,South,TRUE,Unknown,2024-09,302,0
2918,03-06-2025,Web,Organic,North,FALSE,Unknown,2025-06,39,1
2919,22-08-2024,iOS,Paid,West,TRUE,Unknown,2024-08,324,0
2920,07-04-2024,iOS,Organic,North,TRUE,Unknown,2024-04,461,0
2921,24-06-2024,Web,Organic,West,TRUE,Unknown,2024-06,383,1
2922,27-06-2024,Android,Organic,West,FALSE,Unknown,2024-06,380,0
2923,02-01-2025,iOS,Social,South,FALSE,Unknown,2025-01,191,0
2924,14-09-2024,iOS,Referral,East,TRUE,PromoCode,2024-09,301,0
2925,06-06-2024,Android,Organic,East,FALSE,Unknown,2024-06,401,0
2926,16-01-2024,Android,Referral,South,TRUE,Influencer,2024-01,543,0
2927,01-12-2024,Web,Social,West,FALSE,Unknown,2024-12,223,1
2928,18-04-2025,iOS,Paid,East,TRUE,Unknown,2025-04,85,0
2929,17-01-2024,Android,Social,East,TRUE,Unknown,2024-01,542,0
2930,11-02-2025,Android,Organic,East,FALSE,Unknown,2025-02,151,0
2931,29-01-2025,iOS,Social,South,TRUE,Unknown,2025-01,164,0
2932,05-11-2024,Android,Paid,North,FALSE,Unknown,2024-11,249,0
2933,08-07-2024,iOS,Organic,North,FALSE,Unknown,2024-07,369,0
2934,31-03-2025,iOS,Paid,North,FALSE,Unknown,2025-03,103,0
2935,09-05-2024,iOS,Social,North,TRUE,Unknown,2024-05,429,0
2936,01-10-2024,Android,Referral,North,TRUE,Friend,2024-10,284,0
2937,15-12-2024,iOS,Paid,East,TRUE,Unknown,2024-12,209,0
2938,29-05-2025,iOS,Organic,East,FALSE,Unknown,2025-05,44,0
2939,09-04-2025,iOS,Paid,West,TRUE,Unknown,2025-04,94,0
2940,11-10-2024,Android,Organic,East,FALSE,Unknown,2024-10,274,0
2941,07-05-2024,Android,Organic,South,FALSE,Unknown,2024-05,431,0
2942,18-04-2025,Web,Paid,West,FALSE,Unknown,2025-04,85,1
2943,30-10-2024,Android,Social,East,TRUE,Unknown,2024-10,255,0
2944,07-04-2025,Android,Referral,West,TRUE,PromoCode,2025-04,96,0
2945,09-09-2024,Android,Organic,West,FALSE,Unknown,2024-09,306,0
2946,06-09-2024,iOS,Paid,North,TRUE,Unknown,2024-09,309,0
2947,04-03-2025,Android,Social,West,FALSE,Unknown,2025-03,130,0
2948,24-02-2025,Android,Referral,East,TRUE,Influencer,2025-02,138,0
2949,13-04-2024,Android,Referral,North,FALSE,PromoCode,2024-04,455,0
2950,22-02-2025,iOS,Social,East,FALSE,Unknown,2025-02,140,0
2951,01-12-2024,Android,Referral,North,TRUE,Friend,2024-12,223,0
2952,23-07-2024,Android,Organic,East,TRUE,Unknown,2024-07,354,0
2953,05-07-2024,Android,Organic,North,TRUE,Unknown,2024-07,372,0
2954,25-04-2024,iOS,Social,North,TRUE,Unknown,2024-04,443,0
2955,28-03-2024,Android,Paid,South,TRUE,Unknown,2024-03,471,0
2956,03-03-2024,Android,Organic,East,TRUE,Unknown,2024-03,496,0
2957,20-05-2024,Android,Paid,West,TRUE,Unknown,2024-05,418,0
2958,16-06-2024,Web,Referral,North,FALSE,Friend,2024-06,391,1
2959,15-08-2024,iOS,Social,East,TRUE,Unknown,2024-08,331,0
2960,23-09-2024,Web,Organic,North,TRUE,Unknown,2024-09,292,1
2961,30-09-2024,iOS,Paid,South,FALSE,Unknown,2024-09,285,0
2962,07-08-2024,Android,Social,South,TRUE,Unknown,2024-08,339,0
2963,30-03-2025,iOS,Organic,South,FALSE,Unknown,2025-03,104,0
2964,31-01-2024,Android,Organic,South,TRUE,Unknown,2024-01,528,0
2965,06-02-2024,Android,Social,West,FALSE,Unknown,2024-02,522,0
2966,13-11-2024,Android,Paid,West,FALSE,Unknown,2024-11,241,0
2967,07-10-2024,Android,Paid,North,FALSE,Unknown,2024-10,278,0
2968,14-05-2024,Web,Referral,East,TRUE,PromoCode,2024-05,424,1
2969,20-01-2024,Android,Organic,South,FALSE,Unknown,2024-01,539,0
2970,21-06-2025,iOS,Social,South,TRUE,Unknown,2025-06,21,0
2971,27-05-2024,Android,Organic,West,TRUE,Unknown,2024-05,411,0
2972,28-02-2024,Android,Organic,West,FALSE,Unknown,2024-02,500,0
2973,05-01-2025,iOS,Organic,South,TRUE,Unknown,2025-01,188,0
2974,06-01-2024,iOS,Organic,East,FALSE,Unknown,2024-01,553,0
2975,14-03-2024,iOS,Social,North,TRUE,Unknown,2024-03,485,0
2976,27-01-2024,Android,Referral,North,TRUE,PromoCode,2024-01,532,0
2977,22-04-2025,Android,Social,North,FALSE,Unknown,2025-04,81,0
2978,01-12-2024,iOS,Paid,North,FALSE,Unknown,2024-12,223,0
2979,26-09-2024,iOS,Referral,East,TRUE,Friend,2024-09,289,0
2980,11-05-2025,Android,Paid,East,TRUE,Unknown,2025-05,62,0
2981,26-06-2024,Web,Social,East,FALSE,Unknown,2024-06,381,1
2982,07-02-2025,iOS,Referral,West,FALSE,Influencer,2025-02,155,0
2983,01-02-2024,Web,Organic,South,TRUE,Unknown,2024-02,527,1
2984,17-01-2025,iOS,Organic,East,FALSE,Unknown,2025-01,176,0
2985,15-01-2024,iOS,Organic,North,TRUE,Unknown,2024-01,544,0
2986,19-10-2024,Android,Paid,East,TRUE,Unknown,2024-10,266,0
2987,06-01-2025,Android,Social,South,FALSE,Unknown,2025-01,187,0
2988,21-06-2025,iOS,Organic,West,TRUE,Unknown,2025-06,21,0
2989,21-04-2025,Android,Organic,North,TRUE,Unknown,2025-04,82,0
2990,21-02-2024,Android,Organic,West,TRUE,Unknown,2024-02,507,0
2991,11-04-2024,Android,Referral,East,TRUE,Influencer,2024-04,457,0
2992,22-09-2024,Android,Organic,North,TRUE,Unknown,2024-09,293,0
2993,18-02-2025,Web,Organic,North,TRUE,Unknown,2025-02,144,1
2994,15-03-2025,iOS,Organic,East,FALSE,Unknown,2025-03,119,0
2995,10-11-2024,Android,Referral,East,TRUE,PromoCode,2024-11,244,0
2996,29-03-2024,Android,Paid,South,FALSE,Unknown,2024-03,470,0
2997,14-08-2024,iOS,Referral,East,FALSE,Friend,2024-08,332,0
2998,25-03-2024,iOS,Organic,East,TRUE,Unknown,2024-03,474,0
2999,17-05-2025,Web,Paid,East,TRUE,Unknown,2025-05,56,1
3000,21-02-2025,Android,Organic,North,TRUE,Unknown,2025-02,141,0
3001,28-06-2025,Android,Organic,South,FALSE,Unknown,2025-06,14,0
3002,01-05-2025,Android,Paid,North,TRUE,Unknown,2025-05,72,0
3003,30-07-2024,Web,Organic,East,TRUE,Unknown,2024-07,347,1
3004,22-07-2024,iOS,Referral,South,TRUE,Friend,2024-07,355,0
3005,04-07-2024,iOS,Organic,East,TRUE,Unknown,2024-07,373,0
3006,22-11-2024,Android,Organic,North,TRUE,Unknown,2024-11,232,0
3007,16-12-2024,iOS,Social,North,TRUE,Unknown,2024-12,208,0
3008,05-01-2024,iOS,Paid,East,FALSE,Unknown,2024-01,554,0
3009,04-08-2024,Android,Referral,South,TRUE,Friend,2024-08,342,0
3010,16-04-2024,Android,Social,North,FALSE,Unknown,2024-04,452,0
3011,02-08-2024,Android,Paid,East,TRUE,Unknown,2024-08,344,0
3012,16-06-2024,Android,Referral,West,TRUE,Friend,2024-06,391,0
3013,26-01-2025,Android,Paid,East,FALSE,Unknown,2025-01,167,0
3014,02-02-2024,Android,Organic,East,TRUE,Unknown,2024-02,526,0
3015,20-05-2024,Android,Organic,South,TRUE,Unknown,2024-05,418,0
3016,26-03-2024,Android,Paid,East,FALSE,Unknown,2024-03,473,0
3017,21-10-2024,Android,Organic,West,FALSE,Unknown,2024-10,264,0
3018,22-09-2024,iOS,Organic,East,FALSE,Unknown,2024-09,293,0
3019,03-01-2025,Android,Organic,West,FALSE,Unknown,2025-01,190,0
3020,15-02-2025,iOS,Organic,North,TRUE,Unknown,2025-02,147,0
3021,30-11-2024,Android,Organic,East,TRUE,Unknown,2024-11,224,0
3022,23-09-2024,iOS,Organic,South,FALSE,Unknown,2024-09,292,0
3023,15-09-2024,Android,Organic,East,TRUE,Unknown,2024-09,300,0
3024,22-12-2024,iOS,Organic,West,TRUE,Unknown,2024-12,202,0
3025,19-07-2024,Android,Paid,West,TRUE,Unknown,2024-07,358,0
3026,18-02-2024,iOS,Organic,South,FALSE,Unknown,2024-02,510,0
3027,15-11-2024,Android,Social,West,TRUE,Unknown,2024-11,239,0
3028,25-04-2025,iOS,Social,East,FALSE,Unknown,2025-04,78,0
3029,06-06-2025,Android,Paid,West,TRUE,Unknown,2025-06,36,0
3030,27-04-2025,Android,Referral,East,TRUE,PromoCode,2025-04,76,0
3031,10-12-2024,Android,Organic,East,FALSE,Unknown,2024-12,214,0
3032,02-07-2025,iOS,Organic,West,TRUE,Unknown,2025-07,10,0
3033,06-10-2024,Web,Social,South,TRUE,Unknown,2024-10,279,1
3034,24-10-2024,iOS,Organic,North,FALSE,Unknown,2024-10,261,0
3035,27-08-2024,Android,Social,South,TRUE,Unknown,2024-08,319,0
3036,31-01-2024,Android,Paid,North,TRUE,Unknown,2024-01,528,0
3037,03-06-2025,Web,Organic,South,TRUE,Unknown,2025-06,39,1
3038,25-11-2024,Android,Paid,East,TRUE,Unknown,2024-11,229,0
3039,04-03-2024,iOS,Paid,East,FALSE,Unknown,2024-03,495,0
3040,19-07-2024,Web,Organic,West,TRUE,Unknown,2024-07,358,1
3041,22-08-2024,iOS,Organic,North,TRUE,Unknown,2024-08,324,0
3042,09-03-2025,Android,Referral,North,FALSE,Friend,2025-03,125,0
3043,22-11-2024,Android,Paid,West,TRUE,Unknown,2024-11,232,0
3044,19-04-2025,Android,Organic,South,TRUE,Unknown,2025-04,84,0
3045,09-03-2024,iOS,Organic,West,TRUE,Unknown,2024-03,490,0
3046,19-12-2024,Android,Social,South,TRUE,Unknown,2024-12,205,0
3047,21-04-2025,Android,Paid,West,FALSE,Unknown,2025-04,82,0
3048,01-04-2024,Android,Paid,North,FALSE,Unknown,2024-04,467,0
3049,02-07-2024,Android,Social,North,FALSE,Unknown,2024-07,375,0
3050,30-04-2024,iOS,Organic,South,TRUE,Unknown,2024-04,438,0
3051,14-06-2025,iOS,Paid,North,FALSE,Unknown,2025-06,28,0
3052,30-03-2025,Android,Social,North,FALSE,Unknown,2025-03,104,0
3053,02-07-2025,Android,Referral,North,FALSE,Friend,2025-07,10,0
3054,01-11-2024,Web,Organic,North,FALSE,Unknown,2024-11,253,1
3055,18-03-2024,Android,Organic,East,TRUE,Unknown,2024-03,481,0
3056,02-08-2024,iOS,Referral,West,TRUE,PromoCode,2024-08,344,0
3057,04-05-2025,Web,Organic,West,FALSE,Unknown,2025-05,69,1
3058,01-12-2024,Android,Social,East,TRUE,Unknown,2024-12,223,0
3059,07-01-2024,Android,Organic,North,TRUE,Unknown,2024-01,552,0
3060,27-08-2024,Web,Organic,West,TRUE,Unknown,2024-08,319,1
3061,18-12-2024,Android,Organic,West,TRUE,Unknown,2024-12,206,0
3062,02-05-2025,Android,Referral,West,TRUE,Influencer,2025-05,71,0
3063,03-04-2024,Android,Social,South,FALSE,Unknown,2024-04,465,0
3064,10-05-2025,Android,Referral,East,TRUE,PromoCode,2025-05,63,0
3065,17-03-2025,iOS,Social,South,TRUE,Unknown,2025-03,117,0
3066,26-06-2024,iOS,Organic,South,FALSE,Unknown,2024-06,381,0
3067,26-03-2025,iOS,Organic,East,FALSE,Unknown,2025-03,108,0
3068,08-12-2024,Android,Social,West,TRUE,Unknown,2024-12,216,0
3069,17-01-2024,Android,Social,South,TRUE,Unknown,2024-01,542,0
3070,30-09-2024,iOS,Social,West,TRUE,Unknown,2024-09,285,0
3071,07-03-2024,Android,Referral,South,TRUE,PromoCode,2024-03,492,0
3072,27-07-2024,iOS,Organic,West,TRUE,Unknown,2024-07,350,0
3073,20-09-2024,Android,Organic,North,FALSE,Unknown,2024-09,295,0
3074,05-07-2024,iOS,Social,North,TRUE,Unknown,2024-07,372,0
3075,06-08-2024,Android,Organic,North,TRUE,Unknown,2024-08,340,0
3076,07-06-2025,Android,Organic,East,TRUE,Unknown,2025-06,35,0
3077,04-03-2025,Android,Referral,North,FALSE,Influencer,2025-03,130,0
3078,02-07-2024,Android,Organic,South,FALSE,Unknown,2024-07,375,0
3079,08-04-2025,Android,Social,West,TRUE,Unknown,2025-04,95,0
3080,06-05-2024,iOS,Organic,West,TRUE,Unknown,2024-05,432,0
3081,29-05-2025,iOS,Referral,West,TRUE,Friend,2025-05,44,0
3082,16-07-2024,iOS,Referral,West,TRUE,Influencer,2024-07,361,0
3083,30-03-2025,Web,Paid,South,TRUE,Unknown,2025-03,104,1
3084,03-03-2024,Android,Paid,West,TRUE,Unknown,2024-03,496,0
3085,01-09-2024,Android,Organic,South,FALSE,Unknown,2024-09,314,0
3086,01-08-2024,Android,Paid,South,FALSE,Unknown,2024-08,345,0
3087,30-04-2024,iOS,Paid,West,TRUE,Unknown,2024-04,438,0
3088,08-07-2024,Android,Paid,West,FALSE,Unknown,2024-07,369,0
3089,20-12-2024,iOS,Organic,West,TRUE,Unknown,2024-12,204,0
3090,01-05-2025,Android,Organic,South,TRUE,Unknown,2025-05,72,0
3091,29-05-2024,Web,Organic,East,TRUE,Unknown,2024-05,409,1
3092,24-06-2025,Web,Referral,South,TRUE,Influencer,2025-06,18,1
3093,23-02-2025,Android,Organic,East,TRUE,Unknown,2025-02,139,0
3094,01-01-2025,Android,Social,West,TRUE,Unknown,2025-01,192,0
3095,19-03-2025,iOS,Referral,South,TRUE,PromoCode,2025-03,115,0
3096,20-05-2025,Android,Referral,West,FALSE,Friend,2025-05,53,0
3097,22-04-2024,Android,Social,East,FALSE,Unknown,2024-04,446,0
3098,26-11-2024,iOS,Organic,East,TRUE,Unknown,2024-11,228,0
3099,14-12-2024,Android,Social,South,TRUE,Unknown,2024-12,210,0
3100,23-02-2025,iOS,Paid,South,TRUE,Unknown,2025-02,139,0
3101,19-02-2024,iOS,Social,South,FALSE,Unknown,2024-02,509,0
3102,18-04-2025,Android,Social,South,FALSE,Unknown,2025-04,85,0
3103,25-10-2024,Android,Organic,North,TRUE,Unknown,2024-10,260,0
3104,06-04-2024,Android,Organic,North,TRUE,Unknown,2024-04,462,0
3105,17-12-2024,iOS,Paid,West,TRUE,Unknown,2024-12,207,0
3106,12-04-2024,Android,Referral,East,TRUE,Friend,2024-04,456,0
3107,04-04-2025,iOS,Organic,East,TRUE,Unknown,2025-04,99,0
3108,10-02-2024,Android,Organic,West,TRUE,Unknown,2024-02,518,0
3109,22-01-2024,Android,Organic,West,FALSE,Unknown,2024-01,537,0
3110,07-06-2025,Android,Paid,West,TRUE,Unknown,2025-06,35,0
3111,23-12-2024,Android,Social,North,TRUE,Unknown,2024-12,201,0
3112,10-03-2025,Android,Referral,West,TRUE,PromoCode,2025-03,124,0
3113,12-02-2025,Android,Paid,East,TRUE,Unknown,2025-02,150,0
3114,26-05-2025,Android,Organic,West,FALSE,Unknown,2025-05,47,0
3115,19-05-2025,Android,Organic,South,TRUE,Unknown,2025-05,54,0
3116,16-02-2024,Android,Paid,East,FALSE,Unknown,2024-02,512,0
3117,10-01-2024,iOS,Social,East,FALSE,Unknown,2024-01,549,0
3118,21-03-2024,Android,Organic,East,TRUE,Unknown,2024-03,478,0
3119,20-04-2025,Android,Paid,North,FALSE,Unknown,2025-04,83,0
3120,11-08-2024,iOS,Social,North,TRUE,Unknown,2024-08,335,0
3121,25-12-2024,Android,Social,East,FALSE,Unknown,2024-12,199,0
3122,31-01-2025,iOS,Organic,South,FALSE,Unknown,2025-01,162,0
3123,14-09-2024,Android,Organic,East,FALSE,Unknown,2024-09,301,0
3124,24-11-2024,Android,Organic,North,FALSE,Unknown,2024-11,230,0
3125,10-07-2024,Web,Referral,South,TRUE,Friend,2024-07,367,1
3126,25-09-2024,Android,Social,East,TRUE,Unknown,2024-09,290,0
3127,19-11-2024,iOS,Organic,North,TRUE,Unknown,2024-11,235,0
3128,04-02-2025,Android,Organic,South,FALSE,Unknown,2025-02,158,0
3129,29-09-2024,iOS,Social,West,TRUE,Unknown,2024-09,286,0
3130,07-03-2024,iOS,Referral,West,TRUE,Friend,2024-03,492,0
3131,28-05-2025,Android,Social,East,FALSE,Unknown,2025-05,45,0
3132,03-02-2024,iOS,Organic,West,TRUE,Unknown,2024-02,525,0
3133,28-04-2024,Android,Paid,North,TRUE,Unknown,2024-04,440,0
3134,19-06-2025,iOS,Organic,South,TRUE,Unknown,2025-06,23,0
3135,01-10-2024,Android,Organic,East,TRUE,Unknown,2024-10,284,0
3136,01-05-2024,iOS,Paid,South,TRUE,Unknown,2024-05,437,0
3137,14-08-2024,Android,Organic,South,FALSE,Unknown,2024-08,332,0
3138,29-06-2025,Android,Organic,South,TRUE,Unknown,2025-06,13,0
3139,19-07-2024,iOS,Social,North,TRUE,Unknown,2024-07,358,0
3140,12-08-2024,iOS,Organic,East,FALSE,Unknown,2024-08,334,0
3141,15-07-2024,Android,Referral,West,TRUE,PromoCode,2024-07,362,0
3142,03-02-2025,Android,Organic,South,TRUE,Unknown,2025-02,159,0
3143,28-04-2024,Android,Social,South,TRUE,Unknown,2024-04,440,0
3144,26-04-2025,Android,Organic,South,TRUE,Unknown,2025-04,77,0
3145,28-01-2025,Android,Referral,North,FALSE,PromoCode,2025-01,165,0
3146,26-01-2025,iOS,Organic,West,TRUE,Unknown,2025-01,167,0
3147,09-06-2024,Android,Paid,South,TRUE,Unknown,2024-06,398,0
3148,04-03-2024,iOS,Referral,North,TRUE,PromoCode,2024-03,495,0
3149,11-03-2024,iOS,Organic,North,TRUE,Unknown,2024-03,488,0
3150,14-01-2024,Android,Organic,South,TRUE,Unknown,2024-01,545,0
3151,16-05-2025,Android,Social,South,TRUE,Unknown,2025-05,57,0
3152,08-06-2024,Android,Social,North,TRUE,Unknown,2024-06,399,0
3153,28-01-2024,Android,Organic,North,TRUE,Unknown,2024-01,531,0
3154,24-06-2025,iOS,Organic,South,FALSE,Unknown,2025-06,18,0
3155,14-04-2025,Android,Organic,North,FALSE,Unknown,2025-04,89,0
3156,17-10-2024,iOS,Organic,North,TRUE,Unknown,2024-10,268,0
3157,18-05-2024,Android,Social,South,TRUE,Unknown,2024-05,420,0
3158,08-01-2025,Android,Paid,South,TRUE,Unknown,2025-01,185,0
3159,20-08-2024,Android,Paid,East,TRUE,Unknown,2024-08,326,0
3160,01-01-2024,Android,Social,West,FALSE,Unknown,2024-01,558,0
3161,08-05-2024,Android,Paid,South,TRUE,Unknown,2024-05,430,0
3162,06-08-2024,Android,Referral,South,TRUE,Influencer,2024-08,340,0
3163,17-08-2024,iOS,Organic,South,TRUE,Unknown,2024-08,329,0
3164,19-01-2024,iOS,Organic,West,FALSE,Unknown,2024-01,540,0
3165,12-01-2025,Android,Paid,East,TRUE,Unknown,2025-01,181,0
3166,31-05-2024,Android,Organic,North,FALSE,Unknown,2024-05,407,0
3167,14-03-2025,Android,Organic,West,TRUE,Unknown,2025-03,120,0
3168,08-09-2024,Android,Organic,South,TRUE,Unknown,2024-09,307,0
3169,04-03-2024,Android,Organic,South,FALSE,Unknown,2024-03,495,0
3170,08-04-2024,Android,Paid,East,TRUE,Unknown,2024-04,460,0
3171,21-04-2024,Android,Paid,East,TRUE,Unknown,2024-04,447,0
3172,27-02-2025,Android,Organic,East,TRUE,Unknown,2025-02,135,0
3173,22-04-2024,Android,Organic,North,TRUE,Unknown,2024-04,446,0
3174,23-04-2024,Android,Referral,West,FALSE,Friend,2024-04,445,0
3175,24-03-2024,iOS,Organic,West,FALSE,Unknown,2024-03,475,0
3176,19-08-2024,Android,Paid,East,TRUE,Unknown,2024-08,327,0
3177,28-02-2024,Android,Referral,North,TRUE,Friend,2024-02,500,0
3178,11-02-2024,Android,Organic,West,TRUE,Unknown,2024-02,517,0
3179,04-01-2024,iOS,Referral,South,FALSE,Friend,2024-01,555,0
3180,12-09-2024,iOS,Referral,South,FALSE,PromoCode,2024-09,303,0
3181,13-05-2025,iOS,Organic,South,TRUE,Unknown,2025-05,60,0
3182,19-07-2024,Android,Organic,West,TRUE,Unknown,2024-07,358,0
3183,19-06-2024,Android,Social,East,FALSE,Unknown,2024-06,388,0
3184,29-12-2024,iOS,Organic,South,TRUE,Unknown,2024-12,195,0
